CUSTOMER,LOCATION,LOCATIONID,METERNAME,QUANTITY,MEASUREUNITID,READINGDATE,RECORDSTARTDATE,RECORDENDDATE,ACCOUNT,DATATYPE
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.44,VM/hosts,2022-04-08T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.92,kWh/hosts,2022-04-08T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,65.732,kWh,2022-04-09T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,17,Number,2022-04-09T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,192,Number,2022-04-09T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.29,VM/hosts,2022-04-09T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.87,kWh/hosts,2022-04-09T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,64.498,kWh,2022-04-09T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,16,Number,2022-04-09T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,183,Number,2022-04-09T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.44,VM/hosts,2022-04-09T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.03,kWh/hosts,2022-04-09T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,66.019,kWh,2022-04-10T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,16,Number,2022-04-10T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,181,Number,2022-04-10T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.31,VM/hosts,2022-04-10T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.13,kWh/hosts,2022-04-10T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,65.656,kWh,2022-04-10T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,17,Number,2022-04-10T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,189,Number,2022-04-10T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.12,VM/hosts,2022-04-10T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.86,kWh/hosts,2022-04-10T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,63.613,kWh,2022-04-11T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,17,Number,2022-04-11T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,189,Number,2022-04-11T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.12,VM/hosts,2022-04-11T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.74,kWh/hosts,2022-04-11T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,62.729,kWh,2022-04-11T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,17,Number,2022-04-11T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,193,Number,2022-04-11T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.35,VM/hosts,2022-04-11T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.69,kWh/hosts,2022-04-11T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,66.787,kWh,2022-04-12T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,17,Number,2022-04-12T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,184,Number,2022-04-12T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10.82,VM/hosts,2022-04-12T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.93,kWh/hosts,2022-04-12T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,62.536,kWh,2022-04-12T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-04-12T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,187,Number,2022-04-12T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.39,VM/hosts,2022-04-12T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.47,kWh/hosts,2022-04-12T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,65.513,kWh,2022-04-13T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,16,Number,2022-04-13T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,185,Number,2022-04-13T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.56,VM/hosts,2022-04-13T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.09,kWh/hosts,2022-04-13T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,65.034,kWh,2022-04-13T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,17,Number,2022-04-13T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,184,Number,2022-04-13T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.82,VM/hosts,2022-04-13T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.83,kWh/hosts,2022-04-13T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,64.67,kWh,2022-04-14T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,16,Number,2022-04-14T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,182,Number,2022-04-14T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.38,VM/hosts,2022-04-14T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.04,kWh/hosts,2022-04-14T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,65.23,kWh,2022-04-14T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,16,Number,2022-04-14T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,187,Number,2022-04-14T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.69,VM/hosts,2022-04-14T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.08,kWh/hosts,2022-04-14T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,65.407,kWh,2022-04-15T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,18,Number,2022-04-15T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,187,Number,2022-04-15T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10.39,VM/hosts,2022-04-15T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.63,kWh/hosts,2022-04-15T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,65.919,kWh,2022-04-15T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,16,Number,2022-04-15T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,189,Number,2022-04-15T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.81,VM/hosts,2022-04-15T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.12,kWh/hosts,2022-04-15T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,64.339,kWh,2022-04-16T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,16,Number,2022-04-16T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,189,Number,2022-04-16T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.81,VM/hosts,2022-04-16T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,4.02,kWh/hosts,2022-04-16T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,62.647,kWh,2022-04-16T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,17,Number,2022-04-16T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,187,Number,2022-04-16T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11,VM/hosts,2022-04-16T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.69,kWh/hosts,2022-04-16T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,63.864,kWh,2022-04-17T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,17,Number,2022-04-17T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,189,Number,2022-04-17T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.12,VM/hosts,2022-04-17T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.76,kWh/hosts,2022-04-17T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,64.53,kWh,2022-04-17T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,16,Number,2022-04-17T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,187,Number,2022-04-17T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.69,VM/hosts,2022-04-17T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.03,kWh/hosts,2022-04-17T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,65.642,kWh,2022-04-18T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,18,Number,2022-04-18T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,183,Number,2022-04-18T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10.17,VM/hosts,2022-04-18T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.65,kWh/hosts,2022-04-18T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,65.57,kWh,2022-04-18T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,16,Number,2022-04-18T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,187,Number,2022-04-18T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11.69,VM/hosts,2022-04-18T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,4.1,kWh/hosts,2022-04-18T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,63.068,kWh,2022-04-19T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,17,Number,2022-04-19T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,184,Number,2022-04-19T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10.82,VM/hosts,2022-04-19T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.71,kWh/hosts,2022-04-19T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,66.251,kWh,2022-04-19T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-04-19T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,183,Number,2022-04-19T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.17,VM/hosts,2022-04-19T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.68,kWh/hosts,2022-04-19T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,64.345,kWh,2022-04-20T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,17,Number,2022-04-20T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,193,Number,2022-04-20T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.35,VM/hosts,2022-04-20T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.79,kWh/hosts,2022-04-20T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,64.695,kWh,2022-04-20T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-04-20T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,189,Number,2022-04-20T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.5,VM/hosts,2022-04-20T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.59,kWh/hosts,2022-04-20T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,62.341,kWh,2022-04-21T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,18,Number,2022-04-21T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,180,Number,2022-04-21T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10,VM/hosts,2022-04-21T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.46,kWh/hosts,2022-04-21T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,65.099,kWh,2022-04-21T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,17,Number,2022-04-21T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,182,Number,2022-04-21T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.71,VM/hosts,2022-04-21T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.83,kWh/hosts,2022-04-21T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,63.629,kWh,2022-04-22T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,17,Number,2022-04-22T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,194,Number,2022-04-22T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.41,VM/hosts,2022-04-22T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.74,kWh/hosts,2022-04-22T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,65.261,kWh,2022-04-22T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,17,Number,2022-04-22T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,185,Number,2022-04-22T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.88,VM/hosts,2022-04-22T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.84,kWh/hosts,2022-04-22T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,62.525,kWh,2022-04-23T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,17,Number,2022-04-23T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,180,Number,2022-04-23T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10.59,VM/hosts,2022-04-23T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.68,kWh/hosts,2022-04-23T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,66.378,kWh,2022-04-23T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,17,Number,2022-04-23T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,187,Number,2022-04-23T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,11,VM/hosts,2022-04-23T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.9,kWh/hosts,2022-04-23T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,63.93,kWh,2022-04-24T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,18,Number,2022-04-24T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,189,Number,2022-04-24T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,10.5,VM/hosts,2022-04-24T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.55,kWh/hosts,2022-04-24T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,64.79,kWh,2022-04-24T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,17,Number,2022-04-24T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,183,Number,2022-04-24T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.76,VM/hosts,2022-04-24T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.81,kWh/hosts,2022-04-24T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,65.943,kWh,2022-04-25T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,17,Number,2022-04-25T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,191,Number,2022-04-25T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.24,VM/hosts,2022-04-25T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
SE2DEMO,vc03dc01,7.43E+13,Energy Host Intensity,3.88,kWh/hosts,2022-04-25T00:00:00.000Z,,,vc03dc01_Energy Host Intensity,Energy Host Intensity
SE2DEMO,HawthorneSales,7.44E+13,Energy Consumption,64.252,kWh,2022-04-25T00:00:00.000Z,,,HawthorneSales_Energy Consumption,Energy Consumption
SE2DEMO,HawthorneSales,7.44E+13,Active Hosts,18,Number,2022-04-25T00:00:00.000Z,,,HawthorneSales_Active Hosts,Active Hosts
SE2DEMO,HawthorneSales,7.44E+13,Active VMs,186,Number,2022-04-25T00:00:00.000Z,,,HawthorneSales_Active VMs,Active VMs
SE2DEMO,HawthorneSales,7.44E+13,VM host density,10.33,VM/hosts,2022-04-25T00:00:00.000Z,,,HawthorneSales_VM host density,VM host density
SE2DEMO,HawthorneSales,7.44E+13,Energy Host Intensity,3.57,kWh/hosts,2022-04-25T00:00:00.000Z,,,HawthorneSales_Energy Host Intensity,Energy Host Intensity
SE2DEMO,vc03dc01,7.43E+13,Energy Consumption,66.372,kWh,2022-04-26T00:00:00.000Z,,,vc03dc01_Energy Consumption,Energy Consumption
SE2DEMO,vc03dc01,7.43E+13,Active Hosts,16,Number,2022-04-26T00:00:00.000Z,,,vc03dc01_Active Hosts,Active Hosts
SE2DEMO,vc03dc01,7.43E+13,Active VMs,183,Number,2022-04-26T00:00:00.000Z,,,vc03dc01_Active VMs,Active VMs
SE2DEMO,vc03dc01,7.43E+13,VM host density,11.44,VM/hosts,2022-04-26T00:00:00.000Z,,,vc03dc01_VM host density,VM host density
